eis facility id,company name,site name,primary naics code,site latitude,site longitude,address,city,zip code,eis unit id,unit type,unit description,process description,scc
15701511,RAGING WIRE,RAGING WIRE DATA CENTER,541513,38.65041,-121.48935,1200 STRIKER AVENUE,SACRAMENTO,95834,118648013,Unclassified,IC ENGINES,IC ENGINE PO 21579,20100102
15701511,RAGING WIRE,RAGING WIRE DATA CENTER,541513,38.65041,-121.48935,1200 STRIKER AVENUE,SACRAMENTO,95834,118648513,Unclassified,IC ENGINES,IC ENGINE PO 22352,20100102
15701511,RAGING WIRE,RAGING WIRE DATA CENTER,541513,38.65041,-121.48935,1200 STRIKER AVENUE,SACRAMENTO,95834,118649013,Unclassified,IC ENGINES,IC ENGINE PO 22357,20100102
15701511,RAGING WIRE,RAGING WIRE DATA CENTER,541513,38.65041,-121.48935,1200 STRIKER AVENUE,SACRAMENTO,95834,118649413,Unclassified,IC ENGINES,IC ENGINE PO 22361,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100663413,Unclassified,#1 EMERGENCY GENERATOR,#1 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100663513,Unclassified,#2 EMERGENCY GENERATOR,#2 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100662713,Unclassified,#4 EMERGENCY GENERATOR,#4 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100662913,Unclassified,#6 EMERGENCY GENERATOR,#6 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100662613,Unclassified,#3 EMERGENCY GENERATOR,#3 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100662813,Unclassified,#5 EMERGENCY GENERATOR,#5 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100663113,Unclassified,#8 EMERGENCY GENERATOR,#8 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100663013,Unclassified,#7 EMERGENCY GENERATOR,#7 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100663313,Unclassified,#10 EMERGENCY GENERATOR,#10 EMERGENCY GENERATOR,20100102
16066311,"DIGITAL 365, LLC","DIGITAL 365, LLC",541513,37.788483,-122.390592,365 MAIN STREET,SAN FRANCISCO,94105,100663213,Unclassified,#9 EMERGENCY GENERATOR,#9 EMERGENCY GENERATOR,20100102
15974411,AMERICAN INTERNET SERVICES INC,AMERICAN INTERNET SERVICES INC,518210,32.829151,-117.130091,9305 LIGHTWAVE AV,SAN DIEGO,92123,118744313,Unclassified,FACILITY-WIDE PERMITTED DEVICES,ENGINES DIESEL FIRED >600 BHP,20200401
15974411,AMERICAN INTERNET SERVICES INC,AMERICAN INTERNET SERVICES INC,518210,32.829151,-117.130091,9305 LIGHTWAVE AV,SAN DIEGO,92123,118744413,Unclassified,FACILITY-WIDE PERMITTED DEVICES,ENGINES DIESEL FIRED >600 BHP,20200401
